id,degree,is_paying,bachelor_course,master_couse,specialty,SDistrict,plan_to_move_to_distant,payments_for_distant,self_efficiency
533347,В бакалавриате,На бюджетном месте,2 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",ЦФО,NA,NA,Скорее согласен(-на)
533349,В бакалавриате,На бюджетном месте,2 курс,NA,Компьютерные науки,СФО,NA,NA,Скорее не согласен(-на)
533351,В бакалавриате,На бюджетном месте,4 курс,NA,"Социальные науки (социология, психология и т.д.)",СФО,NA,NA,Полностью согласен(-на)
533354,В бакалавриате,На бюджетном месте,4 курс,NA,"Естественные науки (химия, биология, физика и т.д.)",СФО,NA,NA,Полностью согласен(-на)
533356,В бакалавриате,На месте с оплатой обучения,1 курс,NA,"Гуманитарные науки (философия, филология и т.д.)",СЗФО,NA,NA,Скорее согласен(-на)
533358,В бакалавриате,На месте с оплатой обучения,2 курс,NA,Экономика и менеджмент,СЗФО,NA,NA,Скорее согласен(-на)
533361,В бакалавриате,На месте с оплатой обучения,1 курс,NA,Экономика и менеджмент,СФО,NA,NA,Полностью согласен(-на)
533362,В бакалавриате,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Абсолютно не согласен(-на)
533366,В бакалавриате,На бюджетном месте,3 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Затрудняюсь ответить
533367,В бакалавриате,На бюджетном месте,1 курс,NA,"Инженерное дело, технологии, технические науки",СФО,NA,NA,Скорее не согласен(-на)
